,Country,Continent,democracy,regime,start_year,duration,observed,Period
1156,Niger,Africa,Democracy,Mixed Dem,1994,1,1,Late
1157,Niger,Africa,Democracy,Mixed Dem,1995,1,1,Late
1158,Niger,Africa,Non-democracy,Military Dict,1996,3,0,Late
1159,Niger,Africa,Non-democracy,Military Dict,1999,1,1,Late
1160,Niger,Africa,Democracy,Mixed Dem,2000,7,1,Late
1161,Niger,Africa,Democracy,Mixed Dem,2007,2,0,Late
1162,Nigeria,Africa,Democracy,Parliamentary Dem,1960,6,0,Early
1163,Nigeria,Africa,Non-democracy,Military Dict,1966,9,1,Middle
1164,Nigeria,Africa,Non-democracy,Military Dict,1975,1,0,Middle
1165,Nigeria,Africa,Non-democracy,Military Dict,1976,3,1,Middle
1166,Nigeria,Africa,Democracy,Presidential Dem,1979,4,1,Middle
1167,Nigeria,Africa,Non-democracy,Military Dict,1983,2,1,Middle
1168,Nigeria,Africa,Non-democracy,Military Dict,1985,8,1,Middle
1169,Nigeria,Africa,Non-democracy,Military Dict,1993,5,0,Late
1170,Nigeria,Africa,Non-democracy,Military Dict,1998,1,1,Late
1171,Nigeria,Africa,Democracy,Presidential Dem,1999,8,1,Late
1172,Nigeria,Africa,Democracy,Presidential Dem,2007,2,0,Late
1173,North Korea,Asia,Non-democracy,Military Dict,1948,46,0,Early
1174,North Korea,Asia,Non-democracy,Civilian Dict,1994,15,0,Late
1175,Norway,Europe,Democracy,Parliamentary Dem,1946,5,1,Early
1176,Norway,Europe,Democracy,Parliamentary Dem,1951,4,1,Early
1177,Norway,Europe,Democracy,Parliamentary Dem,1955,10,1,Early
1178,Norway,Europe,Democracy,Parliamentary Dem,1965,6,1,Early
1179,Norway,Europe,Democracy,Parliamentary Dem,1971,1,1,Middle
1180,Norway,Europe,Democracy,Parliamentary Dem,1972,1,1,Middle
1181,Norway,Europe,Democracy,Parliamentary Dem,1973,3,1,Middle
1182,Norway,Europe,Democracy,Parliamentary Dem,1976,5,1,Middle
1183,Norway,Europe,Democracy,Parliamentary Dem,1981,5,1,Middle
1184,Norway,Europe,Democracy,Parliamentary Dem,1986,3,1,Late
1185,Norway,Europe,Democracy,Parliamentary Dem,1989,1,1,Late
1186,Norway,Europe,Democracy,Parliamentary Dem,1990,6,1,Late
1187,Norway,Europe,Democracy,Parliamentary Dem,1996,1,1,Late
1188,Norway,Europe,Democracy,Parliamentary Dem,1997,3,1,Late
1189,Norway,Europe,Democracy,Parliamentary Dem,2000,1,1,Late
1190,Norway,Europe,Democracy,Parliamentary Dem,2001,4,1,Late
1191,Norway,Europe,Democracy,Parliamentary Dem,2005,4,0,Late
1192,Oman,Asia,Non-democracy,Monarchy,1970,39,0,Middle
1193,Pakistan,Asia,Democracy,Parliamentary Dem,1947,4,0,Early
1194,Pakistan,Asia,Democracy,Parliamentary Dem,1951,2,1,Early
1195,Pakistan,Asia,Democracy,Parliamentary Dem,1953,2,1,Early
1196,Pakistan,Asia,Democracy,Parliamentary Dem,1955,1,1,Early
1197,Pakistan,Asia,Democracy,Parliamentary Dem,1956,2,1,Early
1198,Pakistan,Asia,Non-democracy,Military Dict,1958,11,1,Early
1199,Pakistan,Asia,Non-democracy,Military Dict,1969,2,1,Middle
1200,Pakistan,Asia,Non-democracy,Civilian Dict,1971,1,1,Middle
1201,Pakistan,Asia,Democracy,Mixed Dem,1972,5,1,Middle
1202,Pakistan,Asia,Non-democracy,Military Dict,1977,11,0,Middle
1203,Pakistan,Asia,Democracy,Parliamentary Dem,1988,2,1,Late
1204,Pakistan,Asia,Democracy,Parliamentary Dem,1990,3,1,Late
1205,Pakistan,Asia,Democracy,Parliamentary Dem,1993,3,1,Late
1206,Pakistan,Asia,Democracy,Parliamentary Dem,1996,1,1,Late
1207,Pakistan,Asia,Democracy,Parliamentary Dem,1997,2,1,Late
1208,Pakistan,Asia,Non-democracy,Military Dict,1999,9,1,Late
1209,Pakistan,Asia,Democracy,Parliamentary Dem,2008,1,0,Late
1210,Palau,Oceania,Democracy,Presidential Dem,1994,7,1,Late
1211,Palau,Oceania,Democracy,Presidential Dem,2001,8,0,Late
1212,Panama,Americas,Non-democracy,Civilian Dict,1946,2,1,Early
1213,Panama,Americas,Non-democracy,Civilian Dict,1948,1,1,Early
1214,Panama,Americas,Democracy,Presidential Dem,1949,2,1,Early
1215,Panama,Americas,Non-democracy,Military Dict,1951,1,1,Early
1216,Panama,Americas,Democracy,Presidential Dem,1952,3,0,Early
1217,Panama,Americas,Democracy,Presidential Dem,1955,1,1,Early
1218,Panama,Americas,Democracy,Presidential Dem,1956,4,1,Early
1219,Panama,Americas,Democracy,Presidential Dem,1960,4,1,Early
1220,Panama,Americas,Democracy,Presidential Dem,1964,4,1,Early
1221,Panama,Americas,Non-democracy,Military Dict,1968,13,0,Middle
1222,Panama,Americas,Non-democracy,Military Dict,1981,2,1,Middle
1223,Panama,Americas,Non-democracy,Military Dict,1983,6,1,Middle
1224,Panama,Americas,Democracy,Presidential Dem,1989,5,1,Late
1225,Panama,Americas,Democracy,Presidential Dem,1994,5,1,Late
1226,Panama,Americas,Democracy,Presidential Dem,1999,5,1,Late
1227,Panama,Americas,Democracy,Presidential Dem,2004,5,0,Late
1228,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1975,5,1,Middle
1229,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1980,2,1,Middle
1230,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1982,3,1,Middle
1231,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1985,3,1,Middle
1232,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1988,4,1,Late
1233,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1992,2,1,Late
1234,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1994,3,1,Late
1235,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1997,2,1,Late
1236,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,1999,3,1,Late
1237,Papua New Guinea,Oceania,Democracy,Parliamentary Dem,2002,7,0,Late
1238,Paraguay,Americas,Non-democracy,Military Dict,1946,2,1,Early
1239,Paraguay,Americas,Non-democracy,Civilian Dict,1948,1,1,Early
1240,Paraguay,Americas,Non-democracy,Civilian Dict,1949,5,1,Early
1241,Paraguay,Americas,Non-democracy,Military Dict,1954,35,1,Early
1242,Paraguay,Americas,Democracy,Presidential Dem,1989,4,1,Late
1243,Paraguay,Americas,Democracy,Presidential Dem,1993,5,1,Late
1244,Paraguay,Americas,Democracy,Presidential Dem,1998,1,1,Late
1245,Paraguay,Americas,Democracy,Presidential Dem,1999,4,1,Late
1246,Paraguay,Americas,Democracy,Presidential Dem,2003,5,1,Late
1247,Paraguay,Americas,Democracy,Presidential Dem,2008,1,0,Late
1248,Peru,Americas,Democracy,Presidential Dem,1946,2,1,Early
1249,Peru,Americas,Non-democracy,Military Dict,1948,8,1,Early
1250,Peru,Americas,Democracy,Presidential Dem,1956,6,1,Early
1251,Peru,Americas,Non-democracy,Military Dict,1962,1,1,Early
1252,Peru,Americas,Democracy,Presidential Dem,1963,5,1,Early
1253,Peru,Americas,Non-democracy,Military Dict,1968,7,1,Middle
1254,Peru,Americas,Non-democracy,Military Dict,1975,5,1,Middle
1255,Peru,Americas,Democracy,Presidential Dem,1980,5,1,Middle
1256,Peru,Americas,Democracy,Presidential Dem,1985,5,1,Middle
1257,Peru,Americas,Non-democracy,Civilian Dict,1990,10,1,Late
1258,Peru,Americas,Non-democracy,Civilian Dict,2000,1,1,Late
1259,Peru,Americas,Democracy,Presidential Dem,2001,5,1,Late
1260,Peru,Americas,Democracy,Presidential Dem,2006,3,0,Late
1261,Philippines,Asia,Democracy,Presidential Dem,1946,2,0,Early
1262,Philippines,Asia,Democracy,Presidential Dem,1948,6,1,Early
1263,Philippines,Asia,Democracy,Presidential Dem,1954,3,0,Early
1264,Philippines,Asia,Democracy,Presidential Dem,1957,4,1,Early
1265,Philippines,Asia,Democracy,Presidential Dem,1961,4,1,Early
1266,Philippines,Asia,Non-democracy,Civilian Dict,1965,21,1,Early
1267,Philippines,Asia,Democracy,Presidential Dem,1986,6,1,Late
1268,Philippines,Asia,Democracy,Presidential Dem,1992,6,1,Late
1269,Philippines,Asia,Democracy,Presidential Dem,1998,3,1,Late
1270,Philippines,Asia,Democracy,Presidential Dem,2001,8,0,Late
1271,Poland,Europe,Non-democracy,Civilian Dict,1946,2,1,Early
1272,Poland,Europe,Non-democracy,Civilian Dict,1948,8,1,Early
1273,Poland,Europe,Non-democracy,Civilian Dict,1956,14,1,Early
1274,Poland,Europe,Non-democracy,Civilian Dict,1970,10,1,Middle
1275,Poland,Europe,Non-democracy,Civilian Dict,1980,1,1,Middle
1276,Poland,Europe,Non-democracy,Military Dict,1981,8,1,Middle
1277,Poland,Europe,Democracy,Mixed Dem,1989,2,1,Late
1278,Poland,Europe,Democracy,Mixed Dem,1991,1,1,Late
1279,Poland,Europe,Democracy,Mixed Dem,1992,1,1,Late
1280,Poland,Europe,Democracy,Mixed Dem,1993,2,1,Late
1281,Poland,Europe,Democracy,Mixed Dem,1995,1,1,Late
1282,Poland,Europe,Democracy,Mixed Dem,1996,1,1,Late
1283,Poland,Europe,Democracy,Mixed Dem,1997,4,1,Late
1284,Poland,Europe,Democracy,Mixed Dem,2001,3,1,Late
1285,Poland,Europe,Democracy,Mixed Dem,2004,1,1,Late
1286,Poland,Europe,Democracy,Mixed Dem,2005,1,1,Late
1287,Poland,Europe,Democracy,Mixed Dem,2006,1,1,Late
1288,Poland,Europe,Democracy,Mixed Dem,2007,2,0,Late
1289,Portugal,Europe,Non-democracy,Civilian Dict,1946,22,1,Early
1290,Portugal,Europe,Non-democracy,Civilian Dict,1968,6,1,Middle
1291,Portugal,Europe,Non-democracy,Military Dict,1974,2,1,Middle
1292,Portugal,Europe,Democracy,Mixed Dem,1976,2,1,Middle
1293,Portugal,Europe,Democracy,Mixed Dem,1978,1,1,Middle
1294,Portugal,Europe,Democracy,Mixed Dem,1979,1,1,Middle
1295,Portugal,Europe,Democracy,Mixed Dem,1980,1,1,Middle
1296,Portugal,Europe,Democracy,Mixed Dem,1981,2,1,Middle
1297,Portugal,Europe,Democracy,Mixed Dem,1983,2,1,Middle
1298,Portugal,Europe,Democracy,Mixed Dem,1985,10,1,Middle
1299,Portugal,Europe,Democracy,Mixed Dem,1995,7,1,Late
1300,Portugal,Europe,Democracy,Mixed Dem,2002,2,1,Late
1301,Portugal,Europe,Democracy,Mixed Dem,2004,1,1,Late
1302,Portugal,Europe,Democracy,Mixed Dem,2005,4,0,Late
1303,Qatar,Asia,Non-democracy,Monarchy,1971,1,1,Middle
1304,Qatar,Asia,Non-democracy,Monarchy,1972,23,1,Middle
1305,Qatar,Asia,Non-democracy,Monarchy,1995,14,0,Late
1306,Romania,Europe,Non-democracy,Civilian Dict,1946,8,1,Early
1307,Romania,Europe,Non-democracy,Civilian Dict,1954,1,1,Early
1308,Romania,Europe,Non-democracy,Civilian Dict,1955,10,0,Early
1309,Romania,Europe,Non-democracy,Civilian Dict,1965,25,0,Early
1310,Romania,Europe,Democracy,Mixed Dem,1990,1,1,Late
1311,Romania,Europe,Democracy,Mixed Dem,1991,1,1,Late
1312,Romania,Europe,Democracy,Mixed Dem,1992,4,1,Late
1313,Romania,Europe,Democracy,Mixed Dem,1996,2,1,Late
1314,Romania,Europe,Democracy,Mixed Dem,1998,1,1,Late
1315,Romania,Europe,Democracy,Mixed Dem,1999,1,1,Late
1316,Romania,Europe,Democracy,Mixed Dem,2000,4,1,Late
1317,Romania,Europe,Democracy,Mixed Dem,2004,4,1,Late
1318,Romania,Europe,Democracy,Mixed Dem,2008,1,0,Late
1319,Russian Federation,Europe,Non-democracy,Civilian Dict,1991,8,1,Late
1320,Russian Federation,Europe,Non-democracy,Civilian Dict,1999,9,1,Late
1321,Russian Federation,Europe,Non-democracy,Civilian Dict,2008,1,0,Late
1322,Rwanda,Africa,Non-democracy,Civilian Dict,1962,11,1,Early
1323,Rwanda,Africa,Non-democracy,Military Dict,1973,21,0,Middle
1324,Rwanda,Africa,Non-democracy,Military Dict,1994,15,0,Late
1325,Samoa,Oceania,Non-democracy,Monarchy,1962,1,0,Early
1326,Samoa,Oceania,Non-democracy,Monarchy,1963,44,0,Early
1327,Samoa,Oceania,Non-democracy,Monarchy,2007,2,0,Late
1328,San Marino,Europe,Democracy,Parliamentary Dem,1992,1,1,Late
1329,San Marino,Europe,Democracy,Parliamentary Dem,1993,1,1,Late
1330,San Marino,Europe,Democracy,Parliamentary Dem,1994,1,1,Late
1331,San Marino,Europe,Democracy,Parliamentary Dem,1995,1,1,Late
1332,San Marino,Europe,Democracy,Parliamentary Dem,1996,1,1,Late
1333,San Marino,Europe,Democracy,Parliamentary Dem,1997,1,1,Late
1334,San Marino,Europe,Democracy,Parliamentary Dem,1998,1,1,Late
1335,San Marino,Europe,Democracy,Parliamentary Dem,1999,1,1,Late
1336,San Marino,Europe,Democracy,Parliamentary Dem,2000,1,1,Late
1337,San Marino,Europe,Democracy,Parliamentary Dem,2001,1,1,Late
1338,San Marino,Europe,Democracy,Parliamentary Dem,2002,1,1,Late
1339,San Marino,Europe,Democracy,Parliamentary Dem,2003,1,1,Late
1340,San Marino,Europe,Democracy,Parliamentary Dem,2004,1,1,Late
1341,San Marino,Europe,Democracy,Parliamentary Dem,2005,1,1,Late
1342,San Marino,Europe,Democracy,Parliamentary Dem,2006,1,1,Late
1343,San Marino,Europe,Democracy,Parliamentary Dem,2007,1,1,Late
1344,San Marino,Europe,Democracy,Parliamentary Dem,2008,1,0,Late
1345,Sao Tome and Principe,Africa,Non-democracy,Civilian Dict,1975,16,1,Middle
1346,Sao Tome and Principe,Africa,Democracy,Mixed Dem,1991,1,1,Late
1347,Sao Tome and Principe,Africa,Democracy,Mixed Dem,1992,2,1,Late
1348,Sao Tome and Principe,Africa,Democracy,Mixed Dem,1994,1,1,Late
1349,Sao Tome and Principe,Africa,Democracy,Mixed Dem,1995,1,1,Late
1350,Sao Tome and Principe,Africa,Democracy,Mixed Dem,1996,3,1,Late
1351,Sao Tome and Principe,Africa,Democracy,Mixed Dem,1999,2,1,Late
1352,Sao Tome and Principe,Africa,Democracy,Mixed Dem,2001,1,1,Late
1353,Sao Tome and Principe,Africa,Democracy,Mixed Dem,2002,2,1,Late
1354,Sao Tome and Principe,Africa,Democracy,Mixed Dem,2004,1,1,Late
1355,Sao Tome and Principe,Africa,Democracy,Mixed Dem,2005,1,1,Late
1356,Sao Tome and Principe,Africa,Democracy,Mixed Dem,2006,2,1,Late
1357,Sao Tome and Principe,Africa,Democracy,Mixed Dem,2008,1,0,Late
1358,Saudi Arabia,Asia,Non-democracy,Monarchy,1946,7,0,Early
1359,Saudi Arabia,Asia,Non-democracy,Monarchy,1953,11,1,Early
1360,Saudi Arabia,Asia,Non-democracy,Monarchy,1964,11,0,Early
1361,Saudi Arabia,Asia,Non-democracy,Monarchy,1975,7,0,Middle
1362,Saudi Arabia,Asia,Non-democracy,Monarchy,1982,14,1,Middle
1363,Saudi Arabia,Asia,Non-democracy,Monarchy,1996,13,0,Late
1364,Senegal,Africa,Non-democracy,Civilian Dict,1960,21,1,Early
1365,Senegal,Africa,Non-democracy,Civilian Dict,1981,19,1,Middle
1366,Senegal,Africa,Democracy,Mixed Dem,2000,1,1,Late
1367,Senegal,Africa,Democracy,Mixed Dem,2001,1,1,Late
1368,Senegal,Africa,Democracy,Mixed Dem,2002,2,1,Late
1369,Senegal,Africa,Democracy,Mixed Dem,2004,3,1,Late
1370,Senegal,Africa,Democracy,Mixed Dem,2007,2,0,Late
1371,Serbia,Europe,Democracy,Mixed Dem,2006,2,1,Late
1372,Serbia,Europe,Democracy,Mixed Dem,2008,1,0,Late
1373,Serbia and Montenegro,Europe,Non-democracy,Civilian Dict,1991,9,1,Late
1374,Serbia and Montenegro,Europe,Democracy,Mixed Dem,2000,1,1,Late
1375,Serbia and Montenegro,Europe,Democracy,Mixed Dem,2001,2,0,Late
1376,Serbia and Montenegro,Europe,Democracy,Mixed Dem,2003,1,1,Late
1377,Serbia and Montenegro,Europe,Democracy,Mixed Dem,2004,2,0,Late
1378,Seychelles,Africa,Non-democracy,Civilian Dict,1976,1,1,Middle
1379,Seychelles,Africa,Non-democracy,Civilian Dict,1977,27,1,Middle
1380,Seychelles,Africa,Non-democracy,Civilian Dict,2004,5,0,Late
1381,Sierra Leone,Africa,Democracy,Parliamentary Dem,1961,3,0,Early
1382,Sierra Leone,Africa,Democracy,Parliamentary Dem,1964,3,1,Early
1383,Sierra Leone,Africa,Non-democracy,Military Dict,1967,1,1,Middle
1384,Sierra Leone,Africa,Non-democracy,Civilian Dict,1968,17,1,Middle
1385,Sierra Leone,Africa,Non-democracy,Military Dict,1985,7,1,Middle
1386,Sierra Leone,Africa,Non-democracy,Military Dict,1992,4,1,Late
1387,Sierra Leone,Africa,Democracy,Presidential Dem,1996,1,1,Late
1388,Sierra Leone,Africa,Non-democracy,Military Dict,1997,1,1,Late
1389,Sierra Leone,Africa,Democracy,Presidential Dem,1998,9,1,Late
1390,Sierra Leone,Africa,Democracy,Presidential Dem,2007,2,0,Late
1391,Singapore,Asia,Non-democracy,Civilian Dict,1965,25,1,Early
1392,Singapore,Asia,Non-democracy,Civilian Dict,1990,14,1,Late
1393,Singapore,Asia,Non-democracy,Military Dict,2004,5,0,Late
1394,Slovakia,Europe,Democracy,Parliamentary Dem,1993,5,1,Late
1395,Slovakia,Europe,Democracy,Parliamentary Dem,1998,1,1,Late
1396,Slovakia,Europe,Democracy,Mixed Dem,1999,7,1,Late
1397,Slovakia,Europe,Democracy,Mixed Dem,2006,3,0,Late
1398,Slovenia,Europe,Democracy,Mixed Dem,1991,1,1,Late
1399,Slovenia,Europe,Democracy,Mixed Dem,1992,10,1,Late
1400,Slovenia,Europe,Democracy,Mixed Dem,2002,1,1,Late
1401,Slovenia,Europe,Democracy,Parliamentary Dem,2003,1,1,Late
1402,Slovenia,Europe,Democracy,Parliamentary Dem,2004,4,1,Late
1403,Slovenia,Europe,Democracy,Parliamentary Dem,2008,1,0,Late
1404,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1978,3,1,Middle
1405,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1981,3,1,Middle
1406,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1984,2,1,Middle
1407,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1986,3,1,Late
1408,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1989,4,1,Late
1409,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1993,4,1,Late
1410,Solomon Islands,Oceania,Democracy,Parliamentary Dem,1997,3,1,Late
1411,Solomon Islands,Oceania,Democracy,Parliamentary Dem,2000,1,1,Late
1412,Solomon Islands,Oceania,Democracy,Parliamentary Dem,2001,5,1,Late
1413,Solomon Islands,Oceania,Democracy,Parliamentary Dem,2006,1,1,Late
1414,Solomon Islands,Oceania,Democracy,Parliamentary Dem,2007,2,0,Late
1415,Somalia,Africa,Democracy,Parliamentary Dem,1960,4,0,Early
1416,Somalia,Africa,Democracy,Parliamentary Dem,1964,3,1,Early
1417,Somalia,Africa,Democracy,Parliamentary Dem,1967,2,1,Middle
1418,Somalia,Africa,Non-democracy,Military Dict,1969,22,1,Middle
1419,Somalia,Africa,Non-democracy,Civilian Dict,1991,6,1,Late
1420,Somalia,Africa,Non-democracy,Civilian Dict,1997,3,1,Late
1421,Somalia,Africa,Non-democracy,Civilian Dict,2000,4,1,Late
1422,Somalia,Africa,Non-democracy,Civilian Dict,2004,3,1,Late
1423,Somalia,Africa,Non-democracy,Civilian Dict,2007,2,0,Late
1424,South Africa,Africa,Non-democracy,Civilian Dict,1946,2,1,Early
1425,South Africa,Africa,Non-democracy,Civilian Dict,1948,6,1,Early
1426,South Africa,Africa,Non-democracy,Civilian Dict,1954,4,0,Early
1427,South Africa,Africa,Non-democracy,Civilian Dict,1958,8,0,Early
1428,South Africa,Africa,Non-democracy,Civilian Dict,1966,12,1,Middle
1429,South Africa,Africa,Non-democracy,Civilian Dict,1978,11,1,Middle
1430,South Africa,Africa,Non-democracy,Civilian Dict,1989,5,1,Late
1431,South Africa,Africa,Non-democracy,Civilian Dict,1994,5,1,Late
1432,South Africa,Africa,Non-democracy,Civilian Dict,1999,9,1,Late
1433,South Africa,Africa,Non-democracy,Civilian Dict,2008,1,0,Late
1434,South Korea,Asia,Non-democracy,Civilian Dict,1948,12,1,Early
1435,South Korea,Asia,Democracy,Parliamentary Dem,1960,1,1,Early
1436,South Korea,Asia,Non-democracy,Military Dict,1961,18,0,Early
1437,South Korea,Asia,Non-democracy,Military Dict,1979,9,1,Middle
1438,South Korea,Asia,Democracy,Presidential Dem,1988,5,1,Late
1439,South Korea,Asia,Democracy,Presidential Dem,1993,5,1,Late
1440,South Korea,Asia,Democracy,Presidential Dem,1998,5,1,Late
1441,South Korea,Asia,Democracy,Presidential Dem,2003,5,1,Late
1442,South Korea,Asia,Democracy,Presidential Dem,2008,1,1,Late
1443,Spain,Europe,Non-democracy,Military Dict,1946,29,0,Early
1444,Spain,Europe,Non-democracy,Civilian Dict,1975,1,1,Middle
1445,Spain,Europe,Non-democracy,Civilian Dict,1976,1,1,Middle
1446,Spain,Europe,Democracy,Parliamentary Dem,1977,4,1,Middle
1447,Spain,Europe,Democracy,Parliamentary Dem,1981,1,1,Middle
1448,Spain,Europe,Democracy,Parliamentary Dem,1982,14,1,Middle
1449,Spain,Europe,Democracy,Parliamentary Dem,1996,8,1,Late
1450,Spain,Europe,Democracy,Parliamentary Dem,2004,5,0,Late
1451,Sri Lanka,Asia,Democracy,Parliamentary Dem,1948,4,0,Early
1452,Sri Lanka,Asia,Democracy,Parliamentary Dem,1952,1,1,Early
1453,Sri Lanka,Asia,Democracy,Parliamentary Dem,1953,3,1,Early
1454,Sri Lanka,Asia,Democracy,Parliamentary Dem,1956,3,0,Early
1455,Sri Lanka,Asia,Democracy,Parliamentary Dem,1959,1,1,Early
1456,Sri Lanka,Asia,Democracy,Parliamentary Dem,1960,5,1,Early
1457,Sri Lanka,Asia,Democracy,Parliamentary Dem,1965,5,1,Early
1458,Sri Lanka,Asia,Democracy,Parliamentary Dem,1970,7,1,Middle
1459,Sri Lanka,Asia,Non-democracy,Civilian Dict,1977,12,1,Middle
1460,Sri Lanka,Asia,Democracy,Presidential Dem,1989,4,1,Late
1461,Sri Lanka,Asia,Democracy,Presidential Dem,1993,1,1,Late
1462,Sri Lanka,Asia,Democracy,Presidential Dem,1994,6,0,Late
1463,Sri Lanka,Asia,Democracy,Presidential Dem,2000,1,1,Late
1464,Sri Lanka,Asia,Democracy,Presidential Dem,2001,3,1,Late
1465,Sri Lanka,Asia,Democracy,Presidential Dem,2004,1,1,Late
1466,Sri Lanka,Asia,Democracy,Presidential Dem,2005,4,0,Late
1467,St. Kitts and Nevis,Americas,Democracy,Parliamentary Dem,1983,12,1,Middle
1468,St. Kitts and Nevis,Americas,Democracy,Parliamentary Dem,1995,14,0,Late
1469,St. Lucia,Americas,Democracy,Parliamentary Dem,1979,2,1,Middle
1470,St. Lucia,Americas,Democracy,Parliamentary Dem,1981,1,1,Middle
1471,St. Lucia,Americas,Democracy,Parliamentary Dem,1982,14,1,Middle
1472,St. Lucia,Americas,Democracy,Parliamentary Dem,1996,1,1,Late
1473,St. Lucia,Americas,Democracy,Parliamentary Dem,1997,9,1,Late
1474,St. Lucia,Americas,Democracy,Parliamentary Dem,2006,1,1,Late
1475,St. Lucia,Americas,Democracy,Parliamentary Dem,2007,2,0,Late
1476,St. Vincent and the Grenadines,Americas,Democracy,Parliamentary Dem,1979,5,1,Middle
1477,St. Vincent and the Grenadines,Americas,Democracy,Parliamentary Dem,1984,16,1,Middle
1478,St. Vincent and the Grenadines,Americas,Democracy,Parliamentary Dem,2000,1,1,Late
1479,St. Vincent and the Grenadines,Americas,Democracy,Parliamentary Dem,2001,8,0,Late
1480,Sudan,Africa,Democracy,Parliamentary Dem,1956,2,1,Early
1481,Sudan,Africa,Non-democracy,Military Dict,1958,6,1,Early
1482,Sudan,Africa,Non-democracy,Civilian Dict,1964,1,1,Early
1483,Sudan,Africa,Democracy,Parliamentary Dem,1965,1,1,Early
1484,Sudan,Africa,Democracy,Parliamentary Dem,1966,1,1,Middle
1485,Sudan,Africa,Democracy,Parliamentary Dem,1967,2,1,Middle
1486,Sudan,Africa,Non-democracy,Military Dict,1969,16,1,Middle
1487,Sudan,Africa,Non-democracy,Military Dict,1985,1,1,Middle
1488,Sudan,Africa,Democracy,Parliamentary Dem,1986,3,1,Late
1489,Sudan,Africa,Non-democracy,Military Dict,1989,20,0,Late
1490,Suriname,Americas,Democracy,Parliamentary Dem,1975,5,1,Middle
1491,Suriname,Americas,Non-democracy,Military Dict,1980,8,1,Middle
1492,Suriname,Americas,Democracy,Presidential Dem,1988,2,1,Late
1493,Suriname,Americas,Non-democracy,Military Dict,1990,1,1,Late
1494,Suriname,Americas,Democracy,Presidential Dem,1991,5,1,Late
1495,Suriname,Americas,Democracy,Presidential Dem,1996,4,1,Late
1496,Suriname,Americas,Democracy,Presidential Dem,2000,9,0,Late
1497,Swaziland,Africa,Non-democracy,Monarchy,1968,14,0,Middle
1498,Swaziland,Africa,Non-democracy,Monarchy,1982,1,1,Middle
1499,Swaziland,Africa,Non-democracy,Monarchy,1983,3,1,Middle
1500,Swaziland,Africa,Non-democracy,Monarchy,1986,23,0,Late
1501,Sweden,Europe,Democracy,Parliamentary Dem,1946,23,1,Early
1502,Sweden,Europe,Democracy,Parliamentary Dem,1969,7,1,Middle
1503,Sweden,Europe,Democracy,Parliamentary Dem,1976,2,1,Middle
1504,Sweden,Europe,Democracy,Parliamentary Dem,1978,1,1,Middle
1505,Sweden,Europe,Democracy,Parliamentary Dem,1979,3,1,Middle
1506,Sweden,Europe,Democracy,Parliamentary Dem,1982,4,0,Middle
1507,Sweden,Europe,Democracy,Parliamentary Dem,1986,5,1,Late
1508,Sweden,Europe,Democracy,Parliamentary Dem,1991,3,1,Late
1509,Sweden,Europe,Democracy,Parliamentary Dem,1994,2,1,Late
1510,Sweden,Europe,Democracy,Parliamentary Dem,1996,10,1,Late
1511,Sweden,Europe,Democracy,Parliamentary Dem,2006,3,0,Late
1512,Switzerland,Europe,Democracy,Presidential Dem,1946,1,1,Early
1513,Switzerland,Europe,Democracy,Presidential Dem,1947,1,1,Early
1514,Switzerland,Europe,Democracy,Presidential Dem,1948,1,1,Early
1515,Switzerland,Europe,Democracy,Presidential Dem,1949,1,1,Early
1516,Switzerland,Europe,Democracy,Presidential Dem,1950,1,1,Early
1517,Switzerland,Europe,Democracy,Presidential Dem,1951,1,1,Early
1518,Switzerland,Europe,Democracy,Presidential Dem,1952,1,1,Early
1519,Switzerland,Europe,Democracy,Presidential Dem,1953,1,1,Early
1520,Switzerland,Europe,Democracy,Presidential Dem,1954,1,1,Early
1521,Switzerland,Europe,Democracy,Presidential Dem,1955,1,1,Early
1522,Switzerland,Europe,Democracy,Presidential Dem,1956,1,1,Early
1523,Switzerland,Europe,Democracy,Presidential Dem,1957,1,1,Early
1524,Switzerland,Europe,Democracy,Presidential Dem,1958,1,1,Early
1525,Switzerland,Europe,Democracy,Presidential Dem,1959,1,1,Early
1526,Switzerland,Europe,Democracy,Presidential Dem,1960,1,1,Early
1527,Switzerland,Europe,Democracy,Presidential Dem,1961,1,1,Early
1528,Switzerland,Europe,Democracy,Presidential Dem,1962,1,1,Early
1529,Switzerland,Europe,Democracy,Presidential Dem,1963,1,1,Early
1530,Switzerland,Europe,Democracy,Presidential Dem,1964,1,1,Early
1531,Switzerland,Europe,Democracy,Presidential Dem,1965,1,1,Early
